TITLE;AUTHORS
Complexity Theoretic Aspects of some Cryptographic Functions;Eike Kiltz Hans Ulrich Simon
Self-Managed Heterogeneous Certification in Mobile Ad Hoc Networks;Weihong Wang  Ying Zhu  Baochun Li Mobile Ad
Selective Reservation Strategies for Backfill Job Scheduling;Srividya Srinivasan Rajkumar Kettimuthu Vijay Subramani  P. Sadayappan
Dynamic Dual-Homing Protection in WDM Mesh Networks;Vinod M. Vokkarane Jianping Wang Xiangtong Qi Raja Jothi Balaji Raghavachari Jason P. Jue
Preconditioned Kaczmarz Algorithms With Relaxation Parameters;Elena Pelican  Constantin Popa We Shall Denote A
Minimum Sum and Difference Covers of Abelian Groups;Harri Haanp��
Musescape: An Interactive Content-Aware Music Browser;George Tzanetakis
Robust recursive envelope operators for fast retinex;Doron Shaked Renato Keshet
Orbital dynamics of three-dimensional bars - III. Boxy/peanut edge-on profiles;P. A. Patsis  Ch. Skokos  E. Athanassoula
Design, Implementation, and Evaluation of Duplicate Transfer Detection in HTTP;Yee Man Chan Terence Kelly Jeffrey C. Mogul Jeffrey C. Mogul
Computing Shortest Violation Traces in Model Checking . . . ;Victor Khomenko
Heritability of Daytime Cortisol Levels in Children;Meike Bartels  Eco J. C. de Geus  Clemens Kirschbaum Frans Sluyter Dorret I. Boomsma
Regularization in Oculomotor Control;John A. Bullinaria Patricia M. Riddell
Roundtrip Spanners and Roundtrip Routing in Directed Graphs;Liam Roditty  Mikkel Thorup Uri Zwick
Creating Collective Intention through Dialogue; Frank Dignum    Barbara Dunin-Keplicz Rineke Verbrugge
Safe Separators for Treewidth;Hans L. Bodlaender Arie M. C. A. Koster
Semantics and Conversations for an Agent Communication Language;Yannis Labrou Tim Finin
The Virtual Library museums pages (VLmp): Whence and Whither;Jonathan P. Bowen
Burst Mode Packet Receiver Using a Second Order DLL;Haechang Lee Chi Ho Yue  Samuel Palermo  Kenneth W. Mai Mark Horowitz
Ole Knudsen;Phd Thesis December Ole Knudsen Odense Steel Shipyard Coverpage Notes
A Method to Dust Legacy Code;G. Antoniol G. Casazza M. Di Penta E. Merlo
MAFIA: A Performance Study of Mining Maximal Frequent Itemsets;Doug Burdick University Doug Burdick Johannes Gehrke
Fiber optic cable assemblies for space flight II:;Thermal And Radiation Melanie N. Ott
Coinductive Interpreters for Process Calculi;Barbosa And Oliveira L. S. Barbosa J. N. Oliveira
The Politics of Public Spending. Part I - The Logic of Vote Buying.&ampquot Background paper for the WDR;Alberto Diaz-cayeros Beatriz Magaloni
Investigation of Numerical Time-Integrations of the Maxwell&aposs Equations Using the Staggered Grid Spatial Discretization;Robert Horvath R�bert Horv�th W. H. A. Schilders  Istvan Farago
Secure Human-Computer Identification against Peeping Attacks (SecHCI): A Survey;Shujun Li Heung-yeung Shum
Decision Making for Robust Resilient Systems;Richard Al� Andre de Korvin Fran�ois Modave
Space-Time-Doppler Coding for Correlated Time-Selective Fading Channels;Xiaoli Ma  Geert Leus Georgios B. Giannakis
A MAC protocol for full exploitation of Directional Antennas in Ad-Hoc Wireless Networks;Thanasis Korakis Gentian Jakllari Leandros Tassiulas
Supernets and snHubs: A Foundation for Public Utility Computing;Germano Caronni Germano Caronni Tim Curry Tim Curry Pete St. Pierre Pete St. Pierre Glenn Scott Glenn Scott
Subdivision-Based Representations for Surface Styling and Design;Ioana Boier-Martin And
R-Positivity, Quasi-Stationary Distributions And Ratio Limit Theorems For A Class Of Probabilistic Automata;P. A. Ferrari Ferrari Kesten S. Mart Inez
Table 1.a: Activity definition;Table Person Definition Emmanuel N�ron
Automatic Atlas-Based Building Of Point Distribution Model For Segmentation Of Anatomical Structures from Brain MRI;Jonathan Bailleul Su Ruan Daniel Bloyet
Color Image Segmentation: Kernel Do the Feature Space;Jianguo Lee Jingdong Wang  Changshui Zhang
Inf�rence Grammaticale Pour . . .;Jacques Chodorowski Composante Universitaire Enssat-irisa Enrique Vidal Mm. Geraldine Damnati Examinateurs Christian Jacquemin Jacques Nicolas
RevMexAA (Serie de Conferencias), 10, 57-60 (2001);Ionized Photoevaporation Flows W. J. Henney
Improving Audio Watermark Robustness Using Stretched Patterns against Geometric Distortion;Ryuki Tachibana
Nested Queries and Quantifiers in an Ordered Context;Norman May Sven Helmer  Guido Moerkotte
On the Second Adjunction Mapping and the Very Ampleness of the Triadjoint Bundle;Mauro C. Beltrametti Andrew J. Sommese
OGLE 2003--BLG--235/MOA 2003--BLG--53: A planetary microlensing;Event Bond Udalski I. A. Bond A. Udalski M. Jaroszy?ski N. J. Rattenbury B. Paczy?ski I. Soszy?ski M. K. Szyma?ski M. Kubiak O. Szewczyk G. Pietrzy?ski D. P. Bennett S. Eguchi Y. Furuta J. B. Hearnshaw K. Kamiya P. M. Kilmartin K. Masuda Y. Matsubara Y. Muraki S. Noda K. Okajima T. Sako D. J. Sullivan T. Sumi P. J. Tristram T. Yanagisawa P. C. M. Yock
On the Diameter of Sensor Networks;Esther H. Jennings  Clayton M. Okino
Computational Problems in Noisy SNP and Haplotype Analysis: Block Scores, Block Identification and Population Stratification;Gad Kimmel Roded Sharan Ron Shamir
Lighting Energy Consumption in an Office Building Having Manual Switches;Carrire Rea Institute L A Carri�re M S Rea
Subtyping with Power Types;David Aspinall
The Effectiveness of Request Redirection on CDN Robustness;Limin Wang Vivek Pai Larry Peterson
A Descriptive Analysis of a Landscape for a Directed Graph Layout;Remi Lehn  Pascale Kuntz Bruno Pinaud
Signatures: an Interface between Law and;Technology Ben Laurie Ben Laurie Nicholas Bohm
Automatic Pixel Selection for Optimizing Facial Expression Recognition using Eigenfaces;Carmen Frank  Elmar N�th
Identifying Codes with Small Radius in Some Infinite Regular Graphs;Ir�ne Charon  Olivier Hudry Antoine Lobstein
A Simulation Tool for Combined Rail-Road Transport in Intermodal Terminals;Andrea E. Rizzoli Nicoletta Fornara Luca Maria Gambardella
Limits on Linear Detector Performance for Close Users in a Wireless Multipath Environment;H. M. Jones R. A. Kennedy B. D. Hart P. B. Rapajic
Facilitation of Contrast Detection in Near-Peripheral Vision;Robert Giorgi Grace Robert G. Giorgi Grace P. Soong Russell L. Woods Eli Peli Eli Peli
Statistics of a flux in Burgers turbulence with one-sided Brownian initial data; Y. Isozaki J. Bertoin J. Bertoin  C. Giraud C. Giraud
Incomplete Orthogonal Factorization Methods Using Givens Rotations II: Implementation and Results;Andreas T. Papadopoulos  Iain S. Duff Andrew J. Wathen
A Generalised Approach to Position Selection for Simulated Soccer Agents;Matthew Hunter Huosheng Hu
Logical Construction of Final Coalgebras;Luigi Santocanale
Salient Points for Content-based Retrieval;Nicu Sebe Michael S. Lew
Toward Formalizing Non-Monotonic Reasoning in Physics: the Use of Kolmogorov Complexity to Formalize the Notions &quotTypically&quot and &quotNormally&quot;Vladik Kreinovich
Presented at IFIP 5;Working-Conference On Optical Ignacio De Miguel Michael D�ser Polina Bayvel
Digital Watermarking of  MPEG-4 Facial Animation Parameters;Frank Hartung Peter Eisert Bernd Girod
Shared Visiting in EQUATOR City;Ian Maccoll Dave Millard  Cliff Randell  Anthony Steed
On Kernels, Margins, and Low-dimensional Mappings;Maria-florina Balcan Avrim Blum Santosh Vempala
  A Multimodel Approach to Reasoning and Simulation;Paul A. Fishwick N. Hari Narayanan   Jon Sticklen   Andrea Bonarini
Considering Model-based Adaptivity for Learning Objects;Adaptivity For Learning
Database indexing for large DNA and protein sequence collections;Ela Hunt  Malcolm P. Atkinson Robert W. Irving
Sequential Delay Budgeting with Interconnect Prediction;Chao-Yang Yeh  Malgorzata Marek-Sadowska
Pavage des Polyominos et Bases de Gr�bner;Olivier Bodini
ARTICLE Lutz Jermutus R11 Kolly Zeno Fo ldes-Papp Jozef Hanes R1 fR1 Andreas Plu ckthun;Ligand Binding Of
ControlEngineTNq gPractice 11 (2003) 1153--1170 Congeyy control in diffeQybQ/QT seffeQ neffeQ using;Chrysostomou Pitsillide Rosside
A Note on the Nearest Neighbor in Growth-Restricted Metrics;Kirsten Hildrum John Kubiatowicz  Sean Ma  Satish Rao
Unexpected Productions May Well be Errors;Tylman Ule  Kiril Simov Verwendete Schriften Schriftzug Oben Frutiger Light Regular Sonderforschungsbereich Kerning Kerning Geviert Linguistische Datenstrukturen
Efficient Mapping of Range Classifier into Ternary-CAM;Huan Liu
Feature Selection for Classification Based on Sequential Data;Jiuliu Lu Eric Jones Paul Runkle Lawrence Carin
Microsoft Cambridge at TREC-10: Filtering and web tracks;S E Robertson S Walker H Zaragoza
Relating Process Algebras and Multiset Rewriting for Immediate Decryption Protocols;Stefano Bistarelli  Iliano Cervesato Gabriele Lenzini  Fabio Martinelli
iMASH: Interactive Mobile Application Session Handoff;R. Bagrodia  S. Bhattacharyya F. Cheng  S. Gerding G. Glazer  R. Guy  Z. Ji  J. Lin T. Phan  E. Skow  M. Varshney G. Zorpas
High-precision Identification of Discourse New and Unique Noun Phrases;Olga Uryupina Computational
The Redundancy Pyramid and its Application to Image Segmentation;Allan Hanbury Jocelyn Marchadier  Walter G. Kropatsch
Defending Against Redirect Attacks in Mobile IP;Robert H. Deng
Exploring a New Approach to the Alignment of Ontologies;Isabel Cruz And
Zyklodeon: A Software Construction Kit Modeling Cyclic Timing Patterns;Carol Strohecker Merl Noah J  Michael A. Horvath  Noah J. Appleton Carol Strohecker Adrienne H. Slaughter Adrienne H. Slaughter
A Disciplined Approach to the Development of;Architectural Platforms Andrew Andrew Mihal Chidamber Kulkarni Christian Sauer Kees Vissers Mathew Moskewicz Mel Tsai Niraj Shah Scott Weber Yujia Jin Kurt Keutzer Sharad Malik
Planning and Matchmaking for The Interoperation of Information Processing Agents;Te Whare Wananga Otago Stephen J.S. Cranefield Aurora Diaz Martin K. Purvis
Tracking By Cluster Analysis of Image Differences;Arthur Pece Department Arthur E. C. Pece
A Versatile and Robust Model for Geometrically Complex Deformable Solids;Matthias Teschner Bruno Heidelberger  Matthias Mueller Markus Gross
Efficient Tracking of Eigenspaces and Its Application to MIMO-Systems;Frank Sch�fer Matthias Stege Clemens Michalke Gerhard Fettweis
The Canine Olfactory Subgenome;Tsviya Olender  Tania Fuchs  Chaim Linhart  Ron Shamir  Mark Adams  Francis Kalush  Miriam Khen  Doron Lancet
Graphical Methods for Classifier Performance Evaluation;Maria C. Monard and Gustavo E. A. P. A. Batista Maria Carolina Monard
Value Positions for Financial Institutions in Electronic Bill . . .;Alea M. Fairchild
Redrawing the boundary between organism and environment;Tim Taylor
A Comparison of Non-Informative Priors for Bayesian Networks;Petri Kontkanen  Petri Myllym�ki  Tomi Silander Henry Tirri  Peter Gr�nwald
A Tool for Range Sensing and Environment Discovery for the Blind;D. Yuan  R. Manduchi
Computer-Aided Validation of Formal Conceptual Models;Der Technischen Universit�t Braunschweig Dipl. �inform Antonio Antonio Jose Grau Vazquez
Experience with the TerraShare Product in a Production Environment;Trevor Greening Colorado Springs
Using Relations on Streams to Solve the RPC-Memory Specification Problem;Ketil St�len
Brain Tumor Growth Simulation.;Ain Nicholas Ayache Th�me Bio Olivier Clatz Olivier Clatz Pierre-yves Bondiau Pierre-yves Bondiau  Herv� Delingette Herv� Delingette Maxime Sermesant Maxime Sermesant Simon K. Warfield  Gr�goire Malandain  Nicholas Ayache. Projets Epidaure
Efficient Self-Organization Of Large Wireless Sensor Networks;Rajesh Krishnan Rajesh Krishnan First Reader David Starobinski Ari Trachtenberg Jeffrey B. Carruthers Ph. D James P. G. Sterbenz D. Sc
A UML Profile for External AOR Models;Gerd Wagner
Bayesian Networks and INEX;Benjamin Piwowarski Georges-etienne Faure Patrick Gallinari
Copyright 2002, Intel Corporation, All rights reserved.;Custody Transfer For Kevin Fall Samuel Madden Wei Hong Wei Hong
Scalable, Ad Hoc Deployable RF-based Localization;Nirupama Bulusu   Vladimir Bychkovskiy Deborah Estrin John Heidemann
Segment Modeling Alternatives For Continuous Speech Recognition;Owen Ashley Kimball Owenashley Kimball Dr. Mari Ostendorf Dr. David Castanon Associate Professor Associate Professor
The ARC A3 Project:;Terminology Acquisition Tools Widad Mustafa El Hadi Isma�l Timimi Annette B�guin Marcilio De Brito
Marcinkiewicz Strong Laws for Linear Statistics;Z.D. Bai  Philip E. Cheng
Stereographic Frames of Wavelets on the Sphere;Bogdanova And Vandergheynst I. Bogdanova J. -p. Antoine L. Jacques M. Morvidone
Synthesis of Reversible Logic Circuits;Vivek Shende Aditya K. Prasad  Igor L. Markov  John P. Hayes
Distributed AAA: Proposals for Ad Hoc Networks;Pradip Lamsal
Adaptive Computation of Higher Order Moments and its Systolic Realization ;Haris M. Stellakis Elias S. Manolakos
Managing Deadline Miss Ratio and Sensor Data Freshness in Real-Time Databases;Kyoung-don Kang Sang H. Son John A. Stankovic
Tool-Based Specialization of Protocol Stacks in Operating System Kernels;Sapan Bhatia  Charles Consel Anne-francoise Le Meur Calton Pu
Considering Processing Cost in Network Simulations;Ramaswamy  Ramaswamy Ning Weng Tilman Wolf
The Predicate-Argument Structure of Discourse Connectives: A Corpus-based Study;Cassandre Creswell Re Creswell Katherine Forbes Eleni Miltsakaki Rashmi Prasad Aravind Joshi Bonnie Webber
Astronomy Astrophysics manuscript no. 2781 September 11, 2002;Doi Will Be Thomas H. Puzia Roberto P. Saglia Markus Kissler-patig Claudia Maraston Laura Greggio Alvio Renzini Sergio Ortolani
A Survey of Two Signature Aggregation Techniques;Dan Boneh Craig Gentry Ben Lynn  Hovav Shacham
Exploiting Routing Redundancy via Structured Peer-to-Peer Overlays;Ben Y. Zhao Ling Huang  Jeremy Stribling Anthony D. Joseph John D. Kubiatowicz
Index Structures for Querying the Deep Web;Jian Qiu Feng Feng Shao Misha Zatsman Jayavel Shanmugasundaram
Mitsubishi Electric Research Laboratory;Merl Cambridge Research Jackson Pope Jackson Pope Sarah F. Frisken Sarah F. Frisken Ronald N. Perry Ronald N. Perry
A beginner&aposs introduction to typesetting with LATEX;Peter Flynn
XML Parsers and XLS Processors;Jani Utriainen
Introducing Situational Signs in Qualitative Probabilistic Networks;Linda C. Van Der Gaag  Silja Renooij Janneke H. Bolt Janneke H. Bolt
Compiler-Directed Run-Time Monitoring of Program Data Access;Chen Ding Yutao Chen Ding Yutao Zhong
Quantifying the Accuracy of Hammerstein Model Estimation;Brett Ninness Stuart Gibson
International Aspects of Social Reform in the Interwar Period Douglas Galbi;Common Security Forum Douglas Galbi
Design And Implementation Of A;Mixed-Signal Embedded Dsp Mark Yeary
A Graphical Users Interface to Normalize Microarray Data;Kurt Hornik Friedrich Leisch Achim Zeileis (eds Fatima Sanchez Cabo Zlatko Trajanoski Kwang-hyun Cho Olaf Wolkenhauer
Using Multicast for Streaming Videos across Wide;Area Networks Bing Bing Wang Subhabrata Sen Micah Adler Don Towsley
An Efficient Subdivision Inversion for Wavemesh-Based Progressive Compression of 3D Triangle Meshes;Sebastien Valette Jarek Rossignac  Remy Prost
Coupling Delay Optimization by Temporal Decorrelation Using Dual Threshold Voltage Technique;Ki-wook Kim Seong-ook Jung  Prashant Saxena C. L. Liu  C.L. Liu Sung-Mo Kang
CaseStudy Visualization and Information Retrieval;Techniques For Network Travis Atkison Kathleen Pensy Charles Nicholas David Ebert Rebekah Atkison Chris Morris
